date,headline,url,categories,summary,vibe,in_top7,source,theme,countries
2026-07-15,17 Mexicans Whose ICE-Related Deaths Prompted Mexico to Demand Accountability,https://www.cnn.com/2026/07/14/americas/mexicans-deaths-ice-custody-operations-latam-intl,Destination Countries,"17 Mexicans died in ICE-related incidents, prompting Mexico to demand accountability.",negative,TRUE,CNN,Enforcement and Crisis,United States|Mexico
2026-07-15,Nine Deaths Tied to Trump's Immigration Enforcement Operations in US,https://www.aljazeera.com/news/2026/7/13/nine-deaths-tied-to-trumps-immigration-enforcement-operations-in-us,Destination Countries,Nine deaths are tied to Trump's immigration enforcement operations in the US.,negative,TRUE,Al Jazeera,Enforcement and Crisis,United States
2026-07-16,UK-India Free Trade Agreement Officially Enters into Force — 15 July 2026,https://www.gov.uk/,India Specific|Destination Countries,The UK-India Free Trade Agreement officially enters into force on 15 July 2026.,positive,TRUE,GOV.UK,Bilateral Deals and Trade,United Kingdom
2026-07-16,Inside India: Modi Is Exporting India's Workforce to a World Turning Against Immigration,https://www.cnbc.com/2026/07/15/modi-export-india-workforce-anti-immigration.html,India Specific,Modi is exporting India's workforce to a world turning against immigration via new bilateral deals.,neutral,TRUE,CNBC,Labour and Workers,India
2026-07-16,South Korea – Immigration Reforms Expand Top-Tier Visa Access and Streamline Employment Visas,https://kpmg.com/xx/en/our-insights/gms-flash-alert/2026/flash-alert-2026-080.html,Destination Countries,South Korea's immigration reforms expand top-tier visa access and streamline employment visas.,positive,TRUE,KPMG,Skills and Talent,South Korea
2026-07-16,India Prioritises Skilled Worker Mobility Amid New Zealand Immigration Debate,https://www.indiandefensenews.in/2026/07/india-prioritises-skilled-worker.html,India Specific|Destination Countries,India prioritises skilled worker mobility amid New Zealand's immigration debate.,neutral,TRUE,Indian Defence News,Bilateral Deals and Trade,New Zealand
2026-07-16,Spain: Migrant Regularisation Could Ultimately Bring Three Million Newcomers to Country,https://brusselssignal.eu/2026/07/migrant-regularisation-could-ultimately-bring-three-million-newcomers-to-spain/,Destination Countries,Spain's migrant regularisation could ultimately bring three million newcomers to the country.,neutral,TRUE,Brussels Signal,Visas and Work Permits,Spain|European Union
2026-07-16,China Intensifies Detention and Deportation of Undocumented Myanmar Workers in Yunnan Province,https://www.business-humanrights.org/en/latest-news/china-undocumented-myanmar-workers-face-detention-abuse-and-deportation/,Destination Countries,China intensifies detention and deportation of undocumented Myanmar workers in Yunnan Province.,negative,TRUE,Business & Human Rights Resource Centre,Enforcement and Crisis,China|Myanmar
2026-07-16,H-1B Visa Analysis Shows How Much Indian Workers Earn in US,https://www.newsweek.com/h1b-visa-analysis-how-much-indian-workers-earn-us-12094581,India Specific|Destination Countries,An H-1B visa analysis shows how much Indian workers earn in the US.,negative,TRUE,Newsweek,Labour and Workers,United States
2026-07-17,"India, Israel Sign 16 MoUs; PM Modi and PM Netanyahu Announce Special Strategic Partnership — Includes 3 Labour Mobility Protocols Enabling Regulated Recruitment of Indian Workers in Commerce, Manufacturing & Restaurants",https://ddnews.gov.in/,India Specific|Destination Countries,India and Israel sign 16 MoUs including 3 labour mobility protocols enabling regulated recruitment of Indian workers.,positive,TRUE,DD News,Bilateral Deals and Trade,Israel
2026-07-17,India and Brazil Agree to Enhance Cooperation on Digital Labour Platforms and Skills,https://thenewsmill.com/2026/07/india-and-brazil-agree-to-enhance-cooperation-on-digital-labour-platforms-and-skills/,India Specific,India and Brazil agree to enhance cooperation on digital labour platforms and skills.,positive,TRUE,The News Mill,Bilateral Deals and Trade,Brazil
2026-07-17,"India World's Top Receiver of Remittances from Workers Overseas — $137.7B in 2024, First Country to Cross $100B Threshold",https://www.thehawk.in/news/world/india-worlds-top-receiver-of-remittances-from-workers-overseas,India Specific,"India is the world's top receiver of remittances at $137.7B in 2024, the first country to cross the $100B threshold.",positive,TRUE,The Hawk,Remittances and Diaspora,India
2026-07-17,Europe Emerges as Major Destination for Nepali Workers as Gulf Uncertainties Grow,https://kathmandupost.com/national/2026/07/16/europe-emerges-as-major-destination-for-nepali-workers-as-gulf-uncertainties-grow,Destination Countries|Competitor Countries,Europe emerges as a major destination for Nepali workers as Gulf uncertainties grow.,neutral,TRUE,The Kathmandu Post,Labour and Workers,Nepal|European Union
2026-07-17,"Over 10,000 OFWs Repatriated from Middle East Conflict Zones as of July — DMW",https://www.gmanetwork.com/news/pinoyabroad/dispatch/994668/over-10-000-ofws-repatriated-as-of-july-amid-middle-east-tensions-dmw/story/,Destination Countries|Competitor Countries,"Over 10,000 OFWs repatriated from Middle East conflict zones as of July, per DMW.",neutral,TRUE,GMA News,Enforcement and Crisis,Philippines|Gulf Region
2026-07-17,"Romania Launches WorkinRomania.gov.ro — New Unified Digital Work Permit System for Foreign Workers, Live 8 Aug 2026",https://www.romania-insider.com/new-workinromania-platform-july-2026,Destination Countries,"Romania launches WorkinRomania.gov.ro, a new unified digital work permit system for foreign workers, live 8 August 2026.",neutral,TRUE,Romania Insider,Visas and Work Permits,Romania
2026-07-17,Trump Deportation Push Falters After Fatal ICE Encounters,https://www.washingtonpost.com/politics/2026/07/15/trump-deportation-push-falters-after-fatal-ice-encounters/,Destination Countries,Trump's deportation push falters after fatal ICE encounters.,neutral,TRUE,The Washington Post,Enforcement and Crisis,United States
2026-07-17,Green Card Update: Visas Paused as US Hits EB-5 Cap for Indians,https://www.newsweek.com/green-card-update-visas-paused-as-us-hits-eb-5-cap-for-indians-12073942,India Specific|Destination Countries,"US hits the EB-5 cap for Indians, pausing visa issuance.",negative,TRUE,Newsweek,Visas and Work Permits,United States
2026-07-17,Canada: Aging Workforce Needs More Than Immigration,https://policyoptions.irpp.org/2026/07/canada-aging-workforce-immigration,Destination Countries|Demographics & Fertility,Canada's aging workforce needs more than immigration to address labour gaps.,neutral,TRUE,Policy Options,Demographics and Workforce,Canada
2026-07-17,Australia — New Skills in Demand Visa Salary Thresholds and Subclass 407 Changes Effective 1 July 2026,https://kpmg.com/xx/en/our-insights/gms-flash-alert/2026/flash-alert-2026-069.html,Destination Countries,Australia's new Skills in Demand visa salary thresholds and Subclass 407 changes take effect 1 July 2026.,neutral,TRUE,KPMG,Visas and Work Permits,Australia
2026-07-17,"Australia Announces 2026 Work and Holiday Visa Ballots; Germany, South Korea, Cyprus and Finland Newly Eligible for Subclass 417 from 1 July",https://iasservices.org.uk/australia-announces-skilled-visa-salary-increases-and-opens-2026-work-and-holiday-visa-ballots/,Destination Countries,"Australia announces 2026 Work and Holiday Visa ballots, adding Germany, South Korea, Cyprus and Finland to Subclass 417 eligibility.",positive,TRUE,IAS Services,Visas and Work Permits,Australia
2026-07-20,"Trump Administration Issues Final Rule Ending ""Duration of Status"" for F-1, J-1 Visa Holders — Fixed 4-Year Admission Cap Introduced, Effective 15 Sept 2026",https://www.dhs.gov/,Destination Countries,"Trump administration issues a final rule ending duration of status for F-1 and J-1 visa holders, introducing a fixed 4-year admission cap.",negative,TRUE,US DHS,Students and Education,United States
2026-07-20,"New USCIS Memo May Force More Green Card Applicants to Apply from Abroad, Causing Chaos and Confusion",https://www.americanimmigrationcouncil.org/blog/green-card-news-uscis-memo/,India Specific|Destination Countries,"A new USCIS memo may force more green card applicants to apply from abroad, causing chaos and confusion.",negative,TRUE,American Immigration Council,Visas and Work Permits,United States
2026-07-20,India to Begin Year-Long National Migration Survey from July 2026 — First Comprehensive Mobility Study Since 2007,https://www.civilsdaily.com/news/govt-to-begin-year-long-national-migration-survey-from-july-2026/,India Specific,"India begins a year-long National Migration Survey from July 2026, its first comprehensive mobility study since 2007.",neutral,TRUE,CivilsDaily,Other,India
2026-07-20,"India Has Signed 28 Migration-Mobility Partnerships, Trusted Pathways Can Contribute to Stronger Economies: Jaishankar",https://ddnews.gov.in/en/india-has-signed-28-migration-and-mobility-pacts-with-26-countries-eam-jaishankar-at-human-mobility-partnership-forum/,India Specific,"Jaishankar says India has signed 28 migration-mobility partnerships, with trusted pathways contributing to stronger economies.",positive,TRUE,DD News,Bilateral Deals and Trade,India
2026-07-20,Canada Proposes Asylum System Reforms — Public Feedback Period Closes 20 July 2026,https://www.spscanada.com/canada-immigration-updates-for-july-2026/,Destination Countries,"Canada proposes asylum system reforms, with the public feedback period closing 20 July 2026.",neutral,TRUE,SPS Canada,Enforcement and Crisis,Canada
2026-07-20,British Columbia Opens New Immigration Pathways for Rural Healthcare Workers — 250 Nominations Available Through 31 August,https://www.barbicanimmigration.ca/post/british-columbia-opens-new-immigration-pathways-for-rural-healthcare-workers,Destination Countries,"British Columbia opens new immigration pathways for rural healthcare workers, with 250 nominations available through 31 August.",positive,TRUE,Barbican Immigration,Skills and Talent,Canada
2026-07-20,Canada: New Regulations Effective 15 July Strengthen Oversight of Licensed Immigration Consultants,https://www.magellanimmigration.com/blog/canada-immigration-changes-june-2026,Destination Countries,Canada's new regulations effective 15 July strengthen oversight of licensed immigration consultants.,neutral,TRUE,Magellan Immigration,Other,Canada
2026-07-20,Vietnam's Overseas Worker Outflows Decline in H1 2026 Amid Global Labour Market Slowdown,https://en.nhandan.vn/expanding-access-to-high-quality-employment-abroad-post164015.html,Competitor Countries,Vietnam's overseas worker outflows decline in H1 2026 amid a global labour market slowdown.,positive,TRUE,Nhan Dan,Labour and Workers,Vietnam
2026-07-20,Australia-EU Free Trade Agreement Includes Four-Year Professional Mobility Provisions; Mutual Professional Qualification Recognition,https://www.imidaily.com/asia-pacific/australia-eu-trade-deal-includes-four-year-professional-mobility-provisions/,India Specific|Destination Countries,The Australia-EU Free Trade Agreement includes four-year professional mobility provisions and mutual qualification recognition.,positive,TRUE,Investment Migration Insider,Bilateral Deals and Trade,Australia|European Union
2026-07-21,EU Talent Pool Regulation (2026/1047) Now in Effect — EU-Wide Digital Platform to Match Non-EU Jobseekers with Employers Across All Member States in Shortage Occupations,https://iuslaboris.com/insights/eu-talent-pool-regulation-new-framework-takes-effect-in-june-2026/,Destination Countries,"The EU Talent Pool Regulation is now in effect, launching an EU-wide digital platform matching non-EU jobseekers with employers in shortage occupations.",positive,TRUE,Ius Laboris,Skills and Talent,European Union
2026-07-21,"New Zealand Announces Final Changes to Skilled Migrant Category Resident Visa — Two New Pathways Added, Work Experience Requirement Reduced; Effective 24 August 2026",https://www.immigration.govt.nz/about-us/news-centre/further-changes-to-the-skilled-migrant-category-to-come-into-effect-in-august-2026,Destination Countries,"New Zealand announces final changes to the Skilled Migrant Category Resident Visa, adding two new pathways and reducing work experience requirements.",positive,TRUE,Immigration New Zealand,Skills and Talent,New Zealand
2026-07-21,USCIS Reaches FY 2027 H-1B Cap — No Second Lottery; Cap-Subject Window Closed Until March 2027,https://www.uscis.gov/newsroom/alerts/uscis-reaches-fiscal-year-2027-h-1b-cap,India Specific|Destination Countries,"USCIS reaches the FY2027 H-1B cap with no second lottery, closing the cap-subject window until March 2027.",negative,TRUE,USCIS,Visas and Work Permits,United States
2026-07-21,"South Korea Officially Launches Digital Nomad Workation Visa (F-1-D) — 3-Year Stay, Eased Income Requirements",https://www.businesstoday.in/nri/visa/story/south-korea-launches-digital-nomad-visa-3-year-stay-relaxed-income-requirements-heres-who-qualifies-542578-2026-07-13,Destination Countries,South Korea officially launches its Digital Nomad Workation Visa offering a 3-year stay with eased income requirements.,positive,TRUE,Business Today,Visas and Work Permits,South Korea
2026-07-21,"Japan Suspends New Specified Skilled Worker Certificates of Eligibility for Food Service Field — 50,000-Worker Cap Nearing",https://jobsinjapan.com/japan-faq/what-is-changing-in-japans-foreign-hiring-and-visa-rules-in-2026-and-why-it-matters/,Destination Countries,"Japan suspends new Specified Skilled Worker certificates for the food service field as the 50,000-worker cap nears.",negative,TRUE,Jobs in Japan,Visas and Work Permits,Japan
2026-07-21,NITI Aayog Flags Critical Skilling Gaps — India Risks Missing Labour Export Opportunity Despite Surging Global Demand,https://theprint.in/india/governance/india-isnt-ready-to-supplement-labour-shortages-abroad-niti-aayog-flags-critical-skilling-gaps/2937433/,India Specific,"NITI Aayog flags critical skilling gaps, warning India risks missing labour export opportunity despite surging global demand.",negative,TRUE,ThePrint,Skills and Talent,India
2026-07-21,"Indonesia Plans to Deploy 500,000 Workers Abroad in 2026 — Targeting Japan, South Korea and Middle East Corridors",https://businesshubasia.com/indonesia-workers-work-overseas-2026/,Competitor Countries,"Indonesia plans to deploy 500,000 workers abroad in 2026, targeting Japan, South Korea and Middle East corridors.",negative,TRUE,Business Hub Asia,Labour and Workers,Indonesia
2026-07-21,Trump Vows Changes to Immigration Crackdown to Protect Migrant Farmers and Hotel Workers Following Industry Pushback,https://www.aol.com/news/trump-vows-changes-immigration-crackdown-164033884.html,Destination Countries,Trump vows changes to the immigration crackdown to protect migrant farmers and hotel workers following industry pushback.,neutral,TRUE,AOL,Enforcement and Crisis,United States
2026-07-21,"Germany Faces Massive Skilled Worker Shortage in 2026 — 300,000 Foreign Workers Needed Annually; 163+ Shortage Occupations Listed",https://www.visasupdate.com/post/germany-skilled-worker-shortage-2026,Destination Countries|Demographics & Fertility,"Germany faces a massive skilled worker shortage in 2026, needing 300,000 foreign workers annually.",neutral,TRUE,VisasUpdate,Demographics and Workforce,Germany
2026-07-21,"US DHS Broadens Public Charge Rule — Medicaid, SNAP and Housing Aid to Count Against Green Card Applicants; Effective 18 September 2026",https://thebeatdfw.com/4538103/immigration-updates-july-2026-us-workers/,India Specific|Destination Countries,"US DHS broadens the public charge rule so Medicaid, SNAP and housing aid count against green card applicants.",negative,TRUE,The Beat DFW,Visas and Work Permits,United States
2026-07-22,"SCOTUS Rules TPS Terminations Are Final — Work Permits for 350,000 Haitian and Syrian Migrants in US Expire 24 July as Courts Prepare Implementing Orders",https://www.klaskolaw.com/scotus-rules-tps-terminations-are-final-an-employers-guide/,Destination Countries,"SCOTUS rules TPS terminations are final, with work permits for 350,000 Haitian and Syrian migrants expiring 24 July.",negative,TRUE,Klasko Immigration Law,Enforcement and Crisis,United States
2026-07-22,July 2026 U.S. Visa Bulletin: India EB-2 Green Card Goes Unavailable for Rest of FY 2026; EB-1 Retrogresses — No New Approvals for Indian Professionals Until October,https://newlandchase.com/july-2026-u-s-state-department-visa-bulletin-india-eb-2-becomes-unavailable-as-visa-number-pressure-continues/,India Specific|Destination Countries,July 2026 US Visa Bulletin shows India EB-2 unavailable for the rest of FY2026 and EB-1 retrogressing.,negative,TRUE,Newland Chase,Visas and Work Permits,United States
2026-07-22,"UK Immigration Update July 2026 — HC 259 Amends 42 Sections of Immigration Rules; Work, Study, Family Visa and Deportation Powers Reshaped; Effective 30 July and 3 August 2026",https://www.clydeco.com/en/insights/2026/07/uk-immigration-update-july-2026,Destination Countries,"UK Immigration Update HC 259 amends 42 sections of immigration rules across work, study, family visa and deportation powers.",neutral,TRUE,Clyde & Co,Visas and Work Permits,United Kingdom
2026-07-22,"South Korea Launches K-STAR Visa Track for STEM Experts — Fast-Track Permanent Residency in 3 Years, Open to Global Researchers and Technology Professionals",https://newlandchase.com/south-korea-launches-k-star-visa-track-for-stem-experts/,Destination Countries,South Korea launches the K-STAR visa track offering fast-track permanent residency in 3 years for STEM experts.,positive,TRUE,Newland Chase,Skills and Talent,South Korea
2026-07-22,"Global Labour Shortages 2026: Japan, Germany, Spain, Greece, South Korea and Italy Turning to Mass Immigration and Regularization to Fill Millions of Vacant Jobs",https://www.visasupdate.com/post/global-labor-shortages-2026-immigration-regularization,Destination Countries|Demographics & Fertility,"Global labour shortages in 2026 push Japan, Germany, Spain, Greece, South Korea and Italy toward mass immigration and regularization.",neutral,TRUE,VisasUpdate,Demographics and Workforce,Japan|Germany|Spain|Greece|South Korea|Italy
2026-07-22,"South Korea Unveils 2026 Immigration Strategy — 191,000 Worker Quota Set, New Top-Tier STEM Visa Tracks and Regional Worker Pathways Introduced",https://www.visasupdate.com/post/south-korea-2026-immigration-strategy-new-visa-rules,Destination Countries,"South Korea unveils its 2026 Immigration Strategy, setting a 191,000 worker quota and new STEM visa tracks.",positive,TRUE,VisasUpdate,Skills and Talent,South Korea
2026-07-22,Australia Finalises Essential Skills Pathway — Permanent Visa Structure for Aged Care and Labour Agreement Sectors Locked In for 2026,https://labourbooking.com/insights/australia-labour-corridors-work-visa.html,Destination Countries,"Australia finalises the Essential Skills Pathway, locking in a permanent visa structure for aged care and labour agreement sectors.",positive,TRUE,LabourBooking,Skills and Talent,Australia
2026-07-22,"Spain's Mass Regularization Scheme: What 500,000 Work Permits Mean for Migrant Mobility Across the EU",https://www.infomigrants.net/en/post/71133/spains-migrant-regularization-scheme-what-it-means-for-mobility-across-the-eu,Destination Countries,"Spain's mass regularization scheme grants 500,000 work permits, reshaping migrant mobility across the EU.",neutral,TRUE,InfoMigrants,Visas and Work Permits,Spain|European Union
2026-07-22,"Portugal, Spain, Greece, Italy and Malta Overhaul Digital Nomad Visas in 2026 to Attract Long-Term Remote Workers Across the Schengen Area",https://www.travelandtourworld.com/news/article/portugal-joins-spain-greece-italy-and-malta-overhaul-digital-nomad-visas-and-passport-rules-in-2026-to-attract-long-term-remote-workers-across-the-schengen-area/,Destination Countries,"Portugal, Spain, Greece, Italy and Malta overhaul digital nomad visas in 2026 to attract long-term remote workers.",positive,TRUE,Travel and Tour World,Visas and Work Permits,Portugal|Spain|Greece|Italy|Malta
2026-07-23,"UK's India Young Professionals Scheme Final 2026 Ballot Opens July 21 — 3,000 Places for 2-Year Work, Study and Travel Visa; Ballot Closes Today",https://www.business-standard.com/immigration/uk-s-india-young-professionals-scheme-ballot-opens-on-july-21-how-it-works-126071600444_1.html,India Specific|Destination Countries,"UK's India Young Professionals Scheme final 2026 ballot opens for 3,000 places on a 2-year work, study and travel visa.",positive,TRUE,Business Standard,Visas and Work Permits,United Kingdom
2026-07-23,"Planning to Move to Japan? Residence Permit Fees to Rise from Oct 1 — Renewals Up to ¥75,000; Permanent Residency Jumps 20x to ¥200,000",https://www.business-standard.com/immigration/planning-to-move-to-japan-residence-permit-fees-to-rise-from-oct-1-126072200592_1.html,Destination Countries,"Japan's residence permit fees rise sharply from October 1, with permanent residency fees jumping 20x.",negative,TRUE,Business Standard,Visas and Work Permits,Japan
2026-07-23,US Judge Blocks Trump Administration from Stripping Immigrants of Work Permits — Injunction Covers Asylum Seekers and TPS Holders; Ruling Expected by Aug 5,https://www.aljazeera.com/news/2026/7/21/us-judge-blocks-trump-bid-to-strip-work-permits-from-immigrants,Destination Countries,"A US judge blocks the Trump administration from stripping immigrants of work permits, covering asylum seekers and TPS holders.",neutral,TRUE,Al Jazeera,Visas and Work Permits,United States
2026-07-24,"PH, Canada Sign First-Ever Federal-Level Bilateral Labor Agreement — Bans Recruitment Fees, Pledges Credential Recognition for Filipino Workers",https://globalnation.inquirer.net/330404/ph-canada-sign-first-federal-level-bilateral-labor-agreement-dmw,India Specific|Destination Countries,Philippines and Canada sign a first-ever federal-level bilateral labor agreement banning recruitment fees for Filipino workers.,positive,TRUE,Philippine Daily Inquirer,Bilateral Deals and Trade,Philippines|Canada
2026-07-24,"Canada Sets Record for Deporting Indian Nationals — Indians Account for 32.5% of All Q1 2026 Removals, Largest Single Country Group",https://www.visaverge.com/canada/canada-border-services-agency-removes-record-numbers-of-indians-as-largest-deportee-group/,India Specific|Destination Countries,"Canada sets a record for deporting Indian nationals, who accounted for 32.5% of all Q1 2026 removals.",negative,TRUE,VisaVerge,Enforcement and Crisis,Canada
2026-07-24,Sweden Proposes Work Permits Decoupled from Employer — No Reapplication Needed to Change Jobs; 6-Month Job-Search Safety Net for Laid-Off Workers; Effective Feb 2027,https://www.regeringen.se/pressmeddelanden/2026/07/regeringen-vill-forenkla-processen-for-arbetskraftsinvandrare/,Destination Countries,"Sweden proposes decoupling work permits from employers, adding a 6-month job-search safety net for laid-off workers.",positive,TRUE,Swedish Government,Visas and Work Permits,Sweden
2026-07-24,New Zealand Expands Pathway Student Visa from 20 July — Secondary Students No Longer Required to Name Tertiary Course; Level 1–4 Qualifications and up to 30 Weeks English Study Now Eligible,https://www.immigration.govt.nz/visas/pathway-student-visa/,Destination Countries,"New Zealand expands its Pathway Student Visa from 20 July, easing requirements for secondary students.",positive,TRUE,Immigration New Zealand,Students and Education,New Zealand
2026-07-24,"ICE Nears 600,000 Deportations Since Trump Took Office — Agency Averaging 1,250 Formal Removals per Day Over Past Three Months",https://www.washingtontimes.com/news/2026/jul/23/ice-nears-600000-deportations-since-trump-took-office/,Destination Countries,"ICE nears 600,000 deportations since Trump took office, averaging 1,250 formal removals per day.",negative,TRUE,The Washington Times,Enforcement and Crisis,United States
2026-07-24,Romania Publishes Methodology for New Shortage Occupations List — Framework Identifies Roles Open to Foreign Recruitment Where EU/Romanian Workforce Is Unavailable; List Updated Every Six Months,https://www.crownworldmobility.com/insights/immigration-weekly-update-july-23-2026/,Destination Countries,Romania publishes its methodology for a new shortage occupations list identifying roles open to foreign recruitment.,neutral,TRUE,Crown World Mobility,Visas and Work Permits,Romania
2026-07-24,Hungary: Permanent Residence Cards for EEA Family Members Lose Validity by 3 August 2026 — Holders of 2016–2021 Cards Must Apply for New Status Before Deadline,https://oif.gov.hu/news/information-for-holders-of-permanent-residence-cards-issued-between-august-3-2016-and-august-2-2021,Destination Countries,Hungary's permanent residence cards for EEA family members issued 2016-2021 lose validity by 3 August 2026.,neutral,TRUE,Hungary OIF,Visas and Work Permits,Hungary
2026-07-24,Australia Travel Declaration (ATD) Pilot to Expand to Perth and Adelaide — Digital System Gradually Replacing Paper Incoming Passenger Card Across All International Airports,https://www.crownworldmobility.com/insights/immigration-weekly-update-july-23-2026/,Destination Countries,Australia's Travel Declaration pilot expands to Perth and Adelaide as the digital system replaces paper passenger cards.,neutral,TRUE,Crown World Mobility,Visas and Work Permits,Australia
2026-07-27,Canada Shuts Door to Sponsoring Parents & Grandparents Indefinitely — IRCC Pauses New PGP Applications Until Further Notice; Indian Families Disproportionately Affected,https://www.cicnews.com/2026/07/canada-shuts-door-to-sponsoring-parents-and-grandparents-for-permanent-residence-0778003.html,India Specific|Destination Countries,"Canada indefinitely pauses new Parents and Grandparents Program applications, disproportionately affecting Indian families.",negative,TRUE,CIC News,Visas and Work Permits,Canada
2026-07-27,"US DHS Finalises Rule Ending ""Duration of Status"" for F-1, J-1 and I Visa Holders — Fixed 4-Year Admission Cap Replaces Open-Ended Stay; Extensions to Require USCIS Approval from 15 September",https://ogletree.com/insights-resources/blog-posts/dhs-publishes-final-rule-replacing-duration-of-status-with-fixed-admission-periods-for-f-j-and-i-nonimmigrants/,India Specific|Destination Countries,"US DHS finalises a rule ending duration of status for F-1, J-1 and I visa holders, replacing it with a fixed 4-year admission cap.",negative,TRUE,Ogletree Deakins,Students and Education,United States
2026-07-27,US Signals Major October Green Card Reset for India — EB-2 May Reopen for Priority Dates Before Jul 2014; EB-5 Unreserved Could Resume for Pre-May 2022 Cases from 1 October,https://www.travelandtourworld.com/news/article/9g3r4rq443go/,India Specific|Destination Countries,"US signals a major October green card reset for India, with EB-2 potentially reopening for priority dates before July 2014.",positive,TRUE,Travel and Tour World,Visas and Work Permits,United States
2026-07-27,"US Federal Appeals Court Temporarily Blocks TPS Termination for 300,000 Haitians Through 27 July — Work Permits and Deportation Protections Preserved While Litigation Continues",https://www.boundless.com/blog/boundless-weekly-immigration-news,Destination Countries,"A US federal appeals court temporarily blocks TPS termination for 300,000 Haitians through 27 July, preserving work permits during litigation.",neutral,TRUE,Boundless,Enforcement and Crisis,United States
2026-07-27,"Modi Is Exporting India's Workforce to a World Turning Against Immigration — New Bilateral Deals with Russia, Israel, Finland and EU Redirect Indian Labour as US Tightens",https://www.cnbc.com/2026/07/15/modi-export-india-workforce-anti-immigration.html,India Specific,"Modi redirects India's workforce via new bilateral deals with Russia, Israel, Finland and the EU as the US tightens immigration.",positive,TRUE,CNBC,Labour and Workers,India
2026-07-27,"Philippines Repatriates 10,580+ OFWs from Conflict-Affected Middle East Areas — Numbers Declining from April–May Peak but Repatriation Remains Government Priority",https://www.gmanetwork.com/news/pinoyabroad/dispatch/994668/over-10-000-ofws-repatriated-as-of-july-amid-middle-east-tensions-dmw/story/,Destination Countries|Competitor Countries,"Philippines repatriates over 10,580 OFWs from conflict-affected Middle East areas, with numbers declining from the April-May peak.",neutral,TRUE,GMA News,Enforcement and Crisis,Philippines|Gulf Region
2026-07-27,"South Africa Deports or Repatriates 53,449 Migrants in Crackdown — Government Pledges to Speed Up Removals; Vigilante Groups Warned Against Illegal Searches",https://www.bloomberg.com/news/articles/2026-07-12/south-africa-says-53-449-migrants-returned-or-deported-in-crackdown,Destination Countries,"South Africa deports or repatriates 53,449 migrants in a crackdown, pledging to speed up removals.",negative,TRUE,Bloomberg,Enforcement and Crisis,South Africa
2026-07-29,"India–UK CETA in Force from 15 July — 20,000 Service Supplier Visas/Year for Indian Professionals; Double Contribution Convention Exempts 3-Year Assignees from Dual Social Security",https://www.business-standard.com/economy/news/india-uk-ceta-comprehensive-economic-and-trade-agreement-import-duty-tariffs-cut-july-15-exports-126071300485_1.html,India Specific|Destination Countries,"India-UK CETA enters force from 15 July, offering 20,000 service supplier visas/year for Indian professionals and exempting 3-year assignees from dual social security.",positive,TRUE,Business Standard,Bilateral Deals and Trade,United Kingdom
2026-07-29,India and Brazil Sign Labour and Digital Skills Pact at BRICS,https://thenewsmill.com/2026/07/india-and-brazil-agree-to-enhance-cooperation-on-digital-labour-platforms-and-skills/,India Specific,India and Brazil sign a labour and digital skills cooperation pact at BRICS.,positive,TRUE,The News Mill,Bilateral Deals and Trade,Brazil
2026-07-29,New USCIS Memo May Force More Green Card Applicants to Apply from Abroad — Indians in Long Employment Queues Face Consular Processing Risk,https://www.americanimmigrationcouncil.org/blog/green-card-news-uscis-memo/,India Specific|Destination Countries,"A new USCIS memo may force more green card applicants to apply from abroad, raising consular processing risk for Indians in long employment queues.",negative,TRUE,American Immigration Council,Visas and Work Permits,United States
2026-07-29,US DHS Rescinds 2022 Biden Public Charge Rule — Stricter Standard Restored; Broader Denial Risk for Immigrants,https://www.constangy.com/employment-labor-insider/six-in-26-immigration-developments-that-employers-and-international-travelers-need-to-address-now,Destination Countries,"US DHS rescinds the 2022 Biden public charge rule, restoring a stricter standard and broader denial risk for immigrants.",negative,TRUE,Constangy,Visas and Work Permits,United States
2026-07-29,"UK Immigration Rules HC 259 Takes Effect 30 July — Graduate Route, Family Migration, Asylum and Criminality Framework All Amended",https://www.gov.uk/government/publications/statement-of-changes-to-the-immigration-rules-hc-259-9-july-2026,Destination Countries,"UK Immigration Rules HC 259 takes effect 30 July, amending the Graduate Route, family migration, asylum and criminality framework.",neutral,TRUE,GOV.UK,Visas and Work Permits,United Kingdom
2026-07-29,"August 2026 US Visa Bulletin — Family Preferences Advance Sharply (F1 +5.5 Months, F2B +7 Months); India EB-2 Remains Unavailable Through September",https://www.boundless.com/blog/boundless-weekly-immigration-news,India Specific|Destination Countries,"August 2026 US Visa Bulletin advances family preferences sharply, though India EB-2 remains unavailable through September.",neutral,TRUE,Boundless,Visas and Work Permits,United States
2026-07-29,South Korea Extends Digital Nomad Visa (F-1-D) to 3 Years — Foreign Remote Workers Employed Abroad 1+ Year Now Eligible for Longer Stay,https://kpmg.com/xx/en/our-insights/gms-flash-alert/2026/flash-alert-2026-080.html,Destination Countries,South Korea extends its Digital Nomad Visa (F-1-D) to 3 years for foreign remote workers.,positive,TRUE,KPMG,Visas and Work Permits,South Korea
2026-07-29,"Australia Finalises Essential Skills Pathway — Aged Care and Labour Agreement Sectors Get Permanent Route; Specialist Skills Salary Threshold Rises to AUD $146,717",https://kpmg.com/xx/en/our-insights/gms-flash-alert/2026/flash-alert-2026-181.html,Destination Countries,"Australia finalises the Essential Skills Pathway, giving aged care and labour agreement sectors a permanent route while raising the Specialist Skills salary threshold.",positive,TRUE,KPMG,Skills and Talent,Australia
